

--cv /media/genyoda/Extra_Storage/Projets/MOBELS/Beluga_PopStructure_Global/./00_Data/03b_ddRAD_Bringloe/populations.24709snps.638ind.NoOutliers.recode.bed 4 -j8


****                   ADMIXTURE Version 1.3.0                  ****
****                    Copyright 2008-2015                     ****
****           David Alexander, Suyash Shringarpure,            ****
****                John  Novembre, Ken Lange                   ****
****                                                            ****
****                 Please cite our paper!                     ****
****   Information at www.genetics.ucla.edu/software/admixture  ****

Cross-validation will be performed.  Folds=5.
Parallel execution requested.  Will use 8 threads.
Random seed: 43
Point estimation method: Block relaxation algorithm
Convergence acceleration algorithm: QuasiNewton, 3 secant conditions
Point estimation will terminate when objective function delta < 0.0001
Estimation of standard errors disabled; will compute point estimates only.
Size of G: 638x24709
Performing five EM steps to prime main algorithm
1 (EM) 	Elapsed: 1.271	Loglikelihood: -1.31823e+07	(delta): 1.07126e+07
62 (QN/Block) 	Elapsed: 4.108	Loglikelihood: -1.21739e+07	(delta): 0.25696
63 (QN/Block) 	Elapsed: 4.093	Loglikelihood: -1.21739e+07	(delta): 0.123184
64 (QN/Block) 	Elapsed: 3.971	Loglikelihood: -1.21739e+07	(delta): 0.632243
65 (QN/Block) 	Elapsed: 4.023	Loglikelihood: -1.21739e+07	(delta): 0.0945042
66 (QN/Block) 	Elapsed: 4.034	Loglikelihood: -1.21739e+07	(delta): 0.0886025
67 (QN/Block) 	Elapsed: 4.024	Loglikelihood: -1.21739e+07	(delta): 0.160676
68 (QN/Block) 	Elapsed: 4.003	Loglikelihood: -1.21739e+07	(delta): 1.24411
69 (QN/Block) 	Elapsed: 4.009	Loglikelihood: -1.21739e+07	(delta): 0.325669
70 (QN/Block) 	Elapsed: 4.023	Loglikelihood: -1.21739e+07	(delta): 0.0503652
71 (QN/Block) 	Elapsed: 4.039	Loglikelihood: -1.21739e+07	(delta): 0.0240898
72 (QN/Block) 	Elapsed: 4.015	Loglikelihood: -1.21739e+07	(delta): 0.279059
73 (QN/Block) 	Elapsed: 4.03	Loglikelihood: -1.21739e+07	(delta): 0.0704655
74 (QN/Block) 	Elapsed: 4.005	Loglikelihood: -1.21739e+07	(delta): 0.0730356
75 (QN/Block) 	Elapsed: 4.046	Loglikelihood: -1.21739e+07	(delta): 0.0221697
76 (QN/Block) 	Elapsed: 4.091	Loglikelihood: -1.21739e+07	(delta): 0.189644
77 (QN/Block) 	Elapsed: 4.119	Loglikelihood: -1.21739e+07	(delta): 0.156333
78 (QN/Block) 	Elapsed: 4.117	Loglikelihood: -1.21739e+07	(delta): 0.0757823
79 (QN/Block) 	Elapsed: 4.125	Loglikelihood: -1.21739e+07	(delta): 0.0200116
80 (QN/Block) 	Elapsed: 4.096	Loglikelihood: -1.21739e+07	(delta): 0.0240914
81 (QN/Block) 	Elapsed: 4.124	Loglikelihood: -1.21739e+07	(delta): 0.17476
82 (QN/Block) 	Elapsed: 4.113	Loglikelihood: -1.21739e+07	(delta): 0.0881401
83 (QN/Block) 	Elapsed: 4.11	Loglikelihood: -1.21739e+07	(delta): 0.0215607
84 (QN/Block) 	Elapsed: 4.1	Loglikelihood: -1.21739e+07	(delta): 0.0116623
85 (QN/Block) 	Elapsed: 4.123	Loglikelihood: -1.21739e+07	(delta): 0.0346122
86 (QN/Block) 	Elapsed: 4.104	Loglikelihood: -1.21739e+07	(delta): 0.390399
87 (QN/Block) 	Elapsed: 4.096	Loglikelihood: -1.21739e+07	(delta): 0.0997174
88 (QN/Block) 	Elapsed: 4.112	Loglikelihood: -1.21739e+07	(delta): 0.00864445
89 (QN/Block) 	Elapsed: 4.105	Loglikelihood: -1.21739e+07	(delta): 0.00296678
90 (QN/Block) 	Elapsed: 4.096	Loglikelihood: -1.21739e+07	(delta): 0.00897079
91 (QN/Block) 	Elapsed: 4.099	Loglikelihood: -1.21739e+07	(delta): 0.0135027
92 (QN/Block) 	Elapsed: 4.102	Loglikelihood: -1.21739e+07	(delta): 0.0170919
93 (QN/Block) 	Elapsed: 4.11	Loglikelihood: -1.21739e+07	(delta): 0.00387386
94 (QN/Block) 	Elapsed: 4.104	Loglikelihood: -1.21739e+07	(delta): 0.0171985
95 (QN/Block) 	Elapsed: 4.101	Loglikelihood: -1.21739e+07	(delta): 0.00781497
96 (QN/Block) 	Elapsed: 4.095	Loglikelihood: -1.21739e+07	(delta): 0.00548431
97 (QN/Block) 	Elapsed: 4.098	Loglikelihood: -1.21739e+07	(delta): 0.00313523
98 (QN/Block) 	Elapsed: 4.099	Loglikelihood: -1.21739e+07	(delta): 0.0202519
99 (QN/Block) 	Elapsed: 4.118	Loglikelihood: -1.21739e+07	(delta): 0.00571312
100 (QN/Block) 	Elapsed: 4.106	Loglikelihood: -1.21739e+07	(delta): 0.00488899
101 (QN/Block) 	Elapsed: 4.101	Loglikelihood: -1.21739e+07	(delta): 0.00248375
102 (QN/Block) 	Elapsed: 4.094	Loglikelihood: -1.21739e+07	(delta): 0.0157969
103 (QN/Block) 	Elapsed: 4.096	Loglikelihood: -1.21739e+07	(delta): 0.00855866
104 (QN/Block) 	Elapsed: 4.1	Loglikelihood: -1.21739e+07	(delta): 0.00399158
105 (QN/Block) 	Elapsed: 4.116	Loglikelihood: -1.21739e+07	(delta): 0.00204538
106 (QN/Block) 	Elapsed: 4.065	Loglikelihood: -1.21739e+07	(delta): 0.0150523
107 (QN/Block) 	Elapsed: 4.021	Loglikelihood: -1.21739e+07	(delta): 0.043771
108 (QN/Block) 	Elapsed: 4.019	Loglikelihood: -1.21739e+07	(delta): 0.0181193
109 (QN/Block) 	Elapsed: 4.029	Loglikelihood: -1.21739e+07	(delta): 0.0026027
110 (QN/Block) 	Elapsed: 4.017	Loglikelihood: -1.21739e+07	(delta): 0.00208702
111 (QN/Block) 	Elapsed: 4.012	Loglikelihood: -1.21739e+07	(delta): 0.0414928
112 (QN/Block) 	Elapsed: 4.057	Loglikelihood: -1.21739e+07	(delta): 0.0163899
113 (QN/Block) 	Elapsed: 4.022	Loglikelihood: -1.21739e+07	(delta): 0.0220389
114 (QN/Block) 	Elapsed: 3.992	Loglikelihood: -1.21739e+07	(delta): 0.0051263
115 (QN/Block) 	Elapsed: 4.002	Loglikelihood: -1.21739e+07	(delta): 0.00041426
116 (QN/Block) 	Elapsed: 4.006	Loglikelihood: -1.21739e+07	(delta): 0.00864727
117 (QN/Block) 	Elapsed: 4.015	Loglikelihood: -1.21739e+07	(delta): 0.00506224
118 (QN/Block) 	Elapsed: 4.063	Loglikelihood: -1.21739e+07	(delta): 0.000719298
119 (QN/Block) 	Elapsed: 4.033	Loglikelihood: -1.21739e+07	(delta): 0.00114485
120 (QN/Block) 	Elapsed: 4.042	Loglikelihood: -1.21739e+07	(delta): 0.00470318
121 (QN/Block) 	Elapsed: 4.018	Loglikelihood: -1.21739e+07	(delta): 0.00562427
122 (QN/Block) 	Elapsed: 4.013	Loglikelihood: -1.21739e+07	(delta): 0.00429692
123 (QN/Block) 	Elapsed: 4.01	Loglikelihood: -1.21739e+07	(delta): 0.0019598
124 (QN/Block) 	Elapsed: 4.033	Loglikelihood: -1.21739e+07	(delta): 0.00119646
125 (QN/Block) 	Elapsed: 4.012	Loglikelihood: -1.21739e+07	(delta): 0.0026307
126 (QN/Block) 	Elapsed: 4.044	Loglikelihood: -1.21739e+07	(delta): 0.00402637
127 (QN/Block) 	Elapsed: 4.02	Loglikelihood: -1.21739e+07	(delta): 0.00153448
128 (QN/Block) 	Elapsed: 4.008	Loglikelihood: -1.21739e+07	(delta): 0.000961671
129 (QN/Block) 	Elapsed: 4.012	Loglikelihood: -1.21739e+07	(delta): 0.0040842
130 (QN/Block) 	Elapsed: 4.015	Loglikelihood: -1.21739e+07	(delta): 0.00825414
131 (QN/Block) 	Elapsed: 4.026	Loglikelihood: -1.21739e+07	(delta): 0.00261511
132 (QN/Block) 	Elapsed: 4.038	Loglikelihood: -1.21739e+07	(delta): 0.000581311
133 (QN/Block) 	Elapsed: 4.016	Loglikelihood: -1.21739e+07	(delta): 0.00288357
134 (QN/Block) 	Elapsed: 4.01	Loglikelihood: -1.21739e+07	(delta): 0.018164
135 (QN/Block) 	Elapsed: 4	Loglikelihood: -1.21739e+07	(delta): 0.0167382
136 (QN/Block) 	Elapsed: 4.029	Loglikelihood: -1.21739e+07	(delta): 0.00194067
137 (QN/Block) 	Elapsed: 3.995	Loglikelihood: -1.21739e+07	(delta): 0.000536608
138 (QN/Block) 	Elapsed: 4.011	Loglikelihood: -1.21739e+07	(delta): 0.00179885
139 (QN/Block) 	Elapsed: 4.015	Loglikelihood: -1.21739e+07	(delta): 0.0113187
140 (QN/Block) 	Elapsed: 4.026	Loglikelihood: -1.21739e+07	(delta): 0.00219506
141 (QN/Block) 	Elapsed: 4.013	Loglikelihood: -1.21739e+07	(delta): 0.000649115
142 (QN/Block) 	Elapsed: 4.014	Loglikelihood: -1.21739e+07	(delta): 0.000614092
143 (QN/Block) 	Elapsed: 3.995	Loglikelihood: -1.21739e+07	(delta): 0.00296325
144 (QN/Block) 	Elapsed: 4.025	Loglikelihood: -1.21739e+07	(delta): 0.00413874
145 (QN/Block) 	Elapsed: 4.035	Loglikelihood: -1.21739e+07	(delta): 0.000749502
146 (QN/Block) 	Elapsed: 4.003	Loglikelihood: -1.21739e+07	(delta): 0.000441065
147 (QN/Block) 	Elapsed: 4.015	Loglikelihood: -1.21739e+07	(delta): 0.00185531
148 (QN/Block) 	Elapsed: 3.983	Loglikelihood: -1.21739e+07	(delta): 0.00737582
149 (QN/Block) 	Elapsed: 4.037	Loglikelihood: -1.21739e+07	(delta): 0.0013925
150 (QN/Block) 	Elapsed: 4.035	Loglikelihood: -1.21739e+07	(delta): 0.000530224
151 (QN/Block) 	Elapsed: 4.013	Loglikelihood: -1.21739e+07	(delta): 8.43909e-05
Summary: 
Converged in 151 iterations (625.37 sec)
Loglikelihood: -12173878.893435
Fst divergences between estimated populations: 
	Pop0	Pop1	Pop2	
Pop0	
Pop1	0.043	
Pop2	0.101	0.089	
Pop3	0.051	0.030	0.090	
CV error (K=4): 0.46432
Writing output files.
